ID_MOEDA;DATA_REF;VL_COTACAO
DJF;2020-04-10;3,965609014
CDF;2020-03-16;7,694619596
ISK;2020-03-17;7,830589414
SAR;2020-02-18;5,838132679
CZK;2020-04-23;4,159911692
CLP;2020-10-07;1,584318697
MUR;2020-09-25;7,247570813
BOB;2020-05-07;4,394538641
SLL;2020-09-28;6,082470715
NOK;2020-03-10;3,684853673
XAU;2020-02-20;7,535222173
CDF;2020-08-03;3,856342494
ZAR;2020-01-20;1,512807548
SOS;2020-02-07;5,798196435
ALL;2020-06-08;3,352299333
MXN;2020-02-18;2,527043462
KES;2020-08-12;1,347437024
ISK;2020-10-15;6,526217103
PGK;2020-03-13;1,567937732
COP;2020-03-11;5,435386062
SLL;2020-02-11;1,678302824
BYN;2020-02-07;6,040075719
CZK;2020-08-18;1,374294281
VUV;2020-03-25;6,138141215
ANG;2020-06-23;6,506088972
MXN;2020-03-06;6,226970851
BOB;2020-04-09;1,202441216
HTG;2020-07-07;5,810513556
ZAR;2020-04-28;4,988433242
XAF;2020-03-31;4,890533388
KES;2020-03-13;5,374413371
TTD;2020-01-14;5,021068752
ZWL;2020-07-10;3,759933829
BOB;2020-03-24;6,395425558
VUV;2020-06-05;7,034224808
CLP;2020-01-22;2,016019583
MRU;2020-06-03;5,993717432
SAR;2020-09-24;6,696931958
USD;2020-05-06;7,725768924
MRO;2020-07-30;6,543892741
ZAR;2020-09-16;4,746564806
SZL;2020-09-18;6,321839094
AFN;2020-07-31;6,370851398
OMR;2020-03-19;4,635974407
NIO;2020-04-13;7,706023395
SGD;2020-01-20;2,286779284
MUR;2020-05-29;6,453003645
BOB;2020-02-03;2,505147934
VUV;2020-06-23;6,15237385
XDR;2020-03-20;4,37801373
CVE;2020-05-20;5,359214842
DZD;2020-05-06;7,184325457
BOB;2020-03-04;1,369573712
AFN;2020-04-17;7,77464813
UYU;2020-10-09;5,5784989
SLL;2020-10-06;1,678487241
CDF;2020-01-07;4,101068139
UGX;2020-03-20;1,662400842
BYN;2020-06-04;5,928259075
VES;2020-06-23;1,434740424
LBP;2020-06-03;3,048665881
CUP;2020-05-04;1,136541009
WST;2020-07-13;1,38094914
XAF;2020-06-03;3,924181998
DZD;2020-01-21;7,555784225
SLL;2020-10-05;5,30573523
PEN;2020-09-21;4,073251665
CVE;2020-09-28;5,987841964
MUR;2020-02-28;6,810989559
BOB;2020-03-26;7,372388005
FJD;2020-09-28;1,908033133
AFN;2020-02-27;4,075182617
VUV;2020-06-12;1,963572621
CZK;2020-08-14;5,864740014
MRO;2020-04-07;6,459347248
VES;2020-03-02;3,623572648
TTD;2020-03-02;7,108620703
WST;2020-05-11;6,526793301
PGK;2020-05-21;7,19481343
THB;2020-07-22;2,498281538
CRC;2020-08-19;3,640921593
AWG;2020-10-15;6,83635354
XPF;2020-07-20;3,90440309
ISK;2020-09-24;1,593752325
CLP;2020-07-20;1,761007071
UGX;2020-02-04;4,283859789
LBP;2020-04-16;4,892302036
PHP;2020-04-23;7,978374839
PGK;2020-04-01;4,670728624
ANG;2020-10-21;4,817992091
GBP;2020-07-03;7,87054193
FJD;2020-04-23;4,133457899
UGX;2020-07-24;5,910162449
TRY;2020-10-15;5,254910052
DJF;2020-01-14;7,73018074
MZN;2020-08-31;1,21266675
VES;2020-02-21;5,415406883
UGX;2020-10-13;6,278553307
ZAR;2020-05-15;1,612557828
EUR;2020-03-23;1,772164702
ALL;2020-10-23;6,456674874
TTD;2020-05-15;3,876793563
XAF;2020-04-22;4,340647638
ANG;2020-10-20;2,421078503
THB;2020-09-15;6,880780458
DZD;2020-10-12;3,643765032
MZN;2020-07-08;4,432734609
MUR;2020-10-08;3,720507026
AFN;2020-04-16;7,721598268
MRU;2020-07-21;6,666574121
XOF;2020-06-22;5,861648738
SSP;2020-10-06;2,506906569
CVE;2020-02-11;2,054799676
XPF;2020-05-14;4,957876384
CRC;2020-03-24;6,595160604
SGD;2020-06-29;1,37685734
RON;2020-03-13;5,20588398
OMR;2020-05-11;2,834220469
CUP;2020-03-13;6,626384616
NIO;2020-04-17;5,644275606
TRY;2020-07-14;3,777213931
ARS;2020-03-25;4,382434309
XAU;2020-03-11;5,262375593
MMK;2020-01-20;3,208831847
CAD;2020-05-13;7,816733956
SLL;2020-07-14;6,55388087
MGA;2020-10-21;7,394253492
XAF;2020-02-03;7,766812921
SLL;2020-02-07;2,320759952
RON;2020-05-18;4,952048898
SBD;2020-08-31;5,60035938
IRR;2020-05-18;5,711687028
VES;2020-09-01;1,279060125
CRC;2020-07-22;5,002760172
ARS;2020-01-15;6,999809802
ANG;2020-02-26;6,515640259
WST;2020-03-09;2,561409235
COP;2020-09-24;2,424004972
FJD;2020-06-09;1,022687018
PGK;2020-04-14;4,213244438
SZL;2020-02-07;3,711405516
XPF;2020-06-05;3,389756382
ZAR;2020-10-14;4,549859703
CZK;2020-07-02;3,53483814
XPF;2020-01-03;6,68574053
SZL;2020-01-21;5,654182374
NIO;2020-02-03;4,663976967
ALL;2020-10-09;4,297862947
OMR;2020-06-26;7,543548048
CUP;2020-02-05;7,254509389
XDR;2020-02-04;1,17620188
XAU;2020-01-06;1,470193923
ZAR;2020-08-21;6,236210883
COP;2020-04-01;6,443910897
PGK;2020-02-17;2,246147096
SGD;2020-06-18;3,820517659
EUR;2020-10-19;4,53937006
TTD;2020-06-10;5,711889803
GIP;2020-07-09;1,659719706
GIP;2020-07-13;7,318418145
AWG;2020-01-30;7,915961444
XDR;2020-03-04;3,890320659
USD;2020-10-12;7,153063476
ARS;2020-04-06;5,349121988
DZD;2020-08-31;7,015198171
MGA;2020-04-20;3,51205349
BYN;2020-03-12;5,180479944
CLP;2020-01-08;3,826867938
CZK;2020-04-03;3,196539342
TRY;2020-02-12;1,511333048
IRR;2020-08-20;5,822004974
MMK;2020-08-13;4,074300587
KES;2020-01-21;3,236701727
MRU;2020-05-29;5,458925068
ZWL;2020-07-20;4,716944218
SAR;2020-07-23;5,803118527
SAR;2020-06-04;4,53887856
USD;2020-04-17;3,174748957
KMF;2020-02-18;6,223058879
OMR;2020-03-13;6,315690756
MMK;2020-03-26;5,408288062
CVE;2020-10-23;2,040066779
MMK;2020-03-18;7,134927213
DJF;2020-02-26;5,196972311
WST;2020-04-23;2,054689944
DZD;2020-02-07;5,286906779
XOF;2020-07-31;7,234555244
MZN;2020-04-17;1,05657506
DZD;2020-06-10;7,91273123
CRC;2020-07-21;2,505607307
ARS;2020-04-30;1,861359417
ARS;2020-01-16;1,433116555
HTG;2020-02-27;2,509684086
ZAR;2020-09-25;5,013298631
LBP;2020-06-08;2,559668124
HTG;2020-09-01;1,915821612
SSP;2020-02-10;3,027170062
TRY;2020-07-10;7,593672276
BYN;2020-01-07;1,862239361
VES;2020-03-27;7,379606962
KMF;2020-08-27;3,542886972
AFN;2020-06-08;7,079273403
CLP;2020-07-06;2,612687945
CAD;2020-05-04;6,617295206
AFN;2020-01-02;2,110434711
PHP;2020-07-16;2,325867295
MMK;2020-07-03;7,387460947
CVE;2020-01-16;2,857177019
ALL;2020-03-05;5,585524261
GIP;2020-05-22;4,409458041
GEL;2020-04-16;4,233501494
UGX;2020-10-14;4,760704398
CLP;2020-02-24;5,654264152
GBP;2020-09-25;2,439881921
MRO;2020-01-23;5,303311527
TRY;2020-07-01;2,698471367
GEL;2020-03-31;1,616153538
MRU;2020-08-28;1,447948337
FJD;2020-08-20;2,808564007
LSL;2020-03-02;5,238085151
OMR;2020-09-18;5,219267547
ISK;2020-03-18;6,234295785
SAR;2020-03-13;3,289089859
AWG;2020-05-26;7,372701764
EGP;2020-03-12;3,574745178
KES;2020-01-17;3,21691072
ARS;2020-10-13;2,314169347
DZD;2020-02-25;1,663657963
ZAR;2020-08-26;1,073162556
MRO;2020-01-29;1,610551775
MMK;2020-04-03;4,030875862
MGB;2020-06-01;1,57264787
SZL;2020-01-16;1,589748144
ZAR;2020-02-06;6,663991451
COP;2020-06-16;3,730026186
ISK;2020-03-06;4,070464551
KMF;2020-08-14;5,406858623
UGX;2020-02-20;6,599011242
SBD;2020-06-29;2,722166419
KES;2020-04-30;5,038775682
PHP;2020-04-20;5,380134046
ARS;2020-06-29;4,342842281
OMR;2020-05-18;3,987722754
SOS;2020-01-21;1,225446999
XAF;2020-03-10;7,525900364
CUP;2020-05-05;2,790562093
CDF;2020-10-27;6,201460838
PEN;2020-06-19;6,415473998
IRR;2020-08-11;3,298852682
ANG;2020-01-02;5,515828907
LBP;2020-10-14;4,618638813
ISK;2020-02-14;6,943901062
WST;2020-06-25;6,51004684
XAU;2020-06-02;2,998397291
NOK;2020-07-23;4,849544466
CLP;2020-06-29;2,3025828
ARS;2020-05-13;5,382681251
FJD;2020-07-23;1,371172965
JPY;2020-01-20;1,628201962
EUR;2020-09-16;3,107926667
PHP;2020-07-20;5,577174187
LBP;2020-10-06;1,164077938
JPY;2020-08-14;2,892332613
XPF;2020-03-06;6,622716308
OMR;2020-06-30;6,69364959
MRU;2020-10-01;6,06766355
UGX;2020-07-31;3,276680529
HTG;2020-07-24;4,245332122
MUR;2020-01-28;1,326254129
MMK;2020-07-14;5,253991306
ANG;2020-07-10;2,388511002
COP;2020-03-31;4,083268166
SLL;2020-04-09;5,052182615
AWG;2020-02-07;2,337418377
XDR;2020-01-03;7,90826267
AWG;2020-01-03;5,225230217
BYN;2020-04-14;7,178074479
UYU;2020-09-02;2,441862941
WST;2020-02-05;4,137291014
BYN;2020-05-07;3,042437017
MRO;2020-01-30;3,639342785
TTD;2020-05-08;1,616408467
ALL;2020-07-03;7,73739177
MZN;2020-03-17;3,106352866
ALL;2020-04-09;1,412681341
GBP;2020-01-20;3,716135681
GBP;2020-04-20;3,001359224
VES;2020-07-07;5,17005372
EUR;2020-05-27;6,951692879
LSL;2020-10-19;6,023209512
CAD;2020-07-21;6,079482496
ALL;2020-03-06;3,644845247
ARS;2020-01-08;7,292410374
PGK;2020-03-23;6,655109406
MRU;2020-08-14;3,41797924
FJD;2020-08-03;7,041031122
PGK;2020-04-21;2,173167288
SAR;2020-05-13;1,842094541
SBD;2020-08-06;4,347569108
GBP;2020-08-12;6,653369546
MMK;2020-09-11;7,277502656
CAD;2020-07-09;3,571397722
USD;2020-07-17;3,968628526
AWG;2020-04-15;4,750818074
CZK;2020-04-27;6,55659622
VES;2020-06-29;6,689642072
CVE;2020-02-17;3,149793029
UYU;2020-02-24;6,046672165
CVE;2020-03-02;1,051541567
PEN;2020-07-22;7,24456048
GEL;2020-09-02;6,04285574
DZD;2020-02-12;2,180447578
ALL;2020-01-06;1,056249619
NIO;2020-07-31;4,895380378
TRY;2020-05-15;5,121422768
SAR;2020-08-13;1,120066166
ARS;2020-06-10;3,248368382
UYU;2020-05-27;7,069793463
ANG;2020-02-05;2,873628914
SSP;2020-08-21;1,436374724
RON;2020-02-14;4,221927881
CZK;2020-05-12;2,729966998
CUP;2020-04-07;5,542065322
CVE;2020-01-08;4,269473195
PHP;2020-03-25;3,138506472
SZL;2020-05-11;5,40141499
PGK;2020-02-19;6,01411134
XPF;2020-02-18;4,827927649
ZWL;2020-10-19;6,619432271
TRY;2020-09-22;3,334130526
LBP;2020-06-04;1,277087867
CAD;2020-08-25;6,662015438
ZAR;2020-04-02;7,522852898
LBP;2020-07-15;7,89950037
CVE;2020-09-14;5,661718845
WST;2020-02-13;4,304106414
JPY;2020-04-13;2,613242865
UGX;2020-06-25;4,838200748
LBP;2020-08-19;1,096178353
SZL;2020-06-02;2,423516393
VES;2020-04-30;1,344418764
UGX;2020-04-09;5,380852938
SZL;2020-01-15;3,170458972
CZK;2020-07-21;2,540133715
WST;2020-09-22;7,807877362
LBP;2020-08-26;7,454759717
XAF;2020-10-19;6,806551874
MMK;2020-10-22;6,21488446
MGB;2020-03-04;5,309485316
CUP;2020-01-28;4,646583378
TRY;2020-10-14;3,957222223
MRO;2020-05-29;4,653670907
MGA;2020-05-20;2,069556355
SZL;2020-07-22;4,956686854
SGD;2020-06-16;1,53158927
ARS;2020-09-17;6,555093348
MUR;2020-10-22;1,652109385
MRU;2020-02-03;4,785850585
LBP;2020-05-15;5,892688334
CUP;2020-06-05;7,925331235
LBP;2020-05-18;6,921473145
THB;2020-08-14;7,394678235
MZN;2020-07-20;2,544684052
CAD;2020-05-11;4,367431879
PEN;2020-09-14;6,607655883
DZD;2020-10-02;6,297875345
TTD;2020-02-11;5,725185335
UGX;2020-05-13;1,545661688
CAD;2020-04-03;3,217805266
CRC;2020-08-03;5,979474783
ISK;2020-01-03;5,03671205
CVE;2020-06-01;4,18686825
ILS;2020-02-27;5,361343563
THB;2020-01-07;4,31116724
BOB;2020-09-01;3,84301275
COP;2020-04-20;7,222821832
IRR;2020-01-21;6,262258708
CRC;2020-10-28;2,624520659
EUR;2020-07-23;1,737380862
SGD;2020-03-13;4,023528397
CAD;2020-02-13;1,551570535
SSP;2020-09-28;3,604372442
UYU;2020-01-06;3,615155816
JPY;2020-10-23;7,37375778
OMR;2020-10-16;3,689474523
MRO;2020-06-04;4,916175246
PGK;2020-07-14;7,005165398
XAU;2020-07-02;5,550661147
AWG;2020-03-31;6,780468583
CRC;2020-02-11;6,890525341
ZAR;2020-04-22;2,458961129
LBP;2020-04-30;5,429057479
ZAR;2020-01-24;6,776995122
CUP;2020-05-22;6,782086611
THB;2020-08-26;1,067754388
XDR;2020-03-18;7,349392653
SAR;2020-07-13;5,468621552
SBD;2020-03-11;2,742244482
MUR;2020-02-26;3,750297844
AWG;2020-10-05;2,163212538
EGP;2020-04-16;2,573999226
KMF;2020-03-20;4,766148448
ANG;2020-08-20;1,168584466
VES;2020-01-21;3,65800643
LSL;2020-08-17;7,673651576
FJD;2020-10-14;3,243796349
CDF;2020-07-30;3,403774559
IRR;2020-01-16;1,8923769
AFN;2020-04-15;2,67285496
CRC;2020-09-01;5,725900471
FJD;2020-05-12;3,463862717
SBD;2020-06-11;7,936045766
LSL;2020-02-25;6,110239625
DJF;2020-03-05;5,586429656
GBP;2020-02-13;4,289040148
ALL;2020-02-04;5,440358222
UGX;2020-07-28;1,860000491
EUR;2020-05-29;2,564951122
HTG;2020-01-09;7,769597113
XOF;2020-07-29;1,237017274
TTD;2020-06-09;2,779505014
AFN;2020-09-10;6,901493967
MGB;2020-04-06;2,710374177
ZWL;2020-05-22;5,835484922
IRR;2020-05-22;7,297365844
ANG;2020-06-17;3,393839836
CAD;2020-06-10;2,214758277
MMK;2020-08-19;5,690060198
LBP;2020-09-11;3,180714965
MXN;2020-04-02;5,143084645
MXN;2020-05-19;6,183793962
SZL;2020-08-10;2,344126642
BOB;2020-01-22;3,612806797
KMF;2020-01-22;1,91485405
ILS;2020-09-25;4,233839869
TTD;2020-07-02;5,141015589
ZAR;2020-06-16;4,42811209
VES;2020-07-09;6,044236779
SSP;2020-07-29;5,614493132
HTG;2020-10-23;5,087338626
MZN;2020-10-19;1,401257932
FJD;2020-08-10;2,140387833
VUV;2020-08-18;1,295844138
DJF;2020-09-04;7,907531261
HTG;2020-08-17;1,043449759
NIO;2020-04-30;3,253235817
KES;2020-03-30;2,823569357
ISK;2020-04-20;4,335245728
SSP;2020-01-15;4,157578945
IRR;2020-09-01;7,686710536
SGD;2020-06-25;6,567322433
RON;2020-08-25;5,097139418
SSP;2020-05-15;1,903198659
CAD;2020-07-03;4,560544193
BYN;2020-01-15;4,688057542
MMK;2020-09-22;7,044907629
MZN;2020-06-03;4,98752743
XAF;2020-08-18;1,182085693
SGD;2020-07-27;4,847031891
CVE;2020-07-17;2,454926908
MRO;2020-07-17;3,133961976
TRY;2020-04-02;5,083225548
PGK;2020-07-31;6,557399392
UGX;2020-03-23;1,130951345
ISK;2020-07-15;2,260794878
SBD;2020-07-08;2,753001988
SGD;2020-07-24;4,535808563
BYN;2020-05-22;5,79003036
SAR;2020-09-07;4,985436261
ZAR;2020-05-04;6,855166554
UGX;2020-02-21;5,737318873
SZL;2020-07-09;7,178553879
NOK;2020-06-01;5,309953034
GBP;2020-08-24;4,337538838
XAU;2020-05-06;1,119627237
JPY;2020-05-06;5,750245154
CRC;2020-01-28;3,492642999
MRO;2020-08-19;1,575003147
USD;2020-05-20;5,794543982
SBD;2020-07-07;3,938408375
BYN;2020-10-19;7,779629469
CUP;2020-01-09;4,472674608
OMR;2020-02-06;5,659720302
TRY;2020-06-11;3,828992069
CUP;2020-06-11;7,242927432
EUR;2020-09-29;2,117970347
VUV;2020-05-14;5,019726098
CVE;2020-10-01;7,143808424
SOS;2020-05-01;6,526636004
XDR;2020-09-09;6,060737908
TTD;2020-05-13;3,251858532
CUP;2020-03-27;6,961486578
PGK;2020-09-08;1,345680058
TTD;2020-01-24;5,396501243
CRC;2020-08-05;3,355393529
EGP;2020-10-30;5,296332479
ZWL;2020-04-07;1,978649735
UYU;2020-03-05;7,346318066
VUV;2020-09-24;7,556485176
AWG;2020-02-21;3,495119274
XOF;2020-05-08;5,614599943
AWG;2020-10-23;2,585360885
TTD;2020-04-22;5,869544864
AWG;2020-10-22;4,052821457
ARS;2020-07-30;5,167158961
COP;2020-01-23;6,918079376
MGA;2020-03-18;3,637828648
PHP;2020-03-19;7,5313223
JPY;2020-06-30;6,307422876
VES;2020-05-29;6,955371201
CAD;2020-07-06;3,148008108
DJF;2020-07-17;6,369558394
DZD;2020-09-17;2,421960115
MRO;2020-03-30;2,753755927
XPF;2020-02-11;6,846055031
MGA;2020-09-16;6,112205207
OMR;2020-09-02;4,760193288
KMF;2020-04-01;2,203743339
HTG;2020-05-15;6,903639793
GBP;2020-08-19;1,651599109
WST;2020-06-23;1,144933224
ILS;2020-10-02;2,894429624
ARS;2020-03-24;1,328247666
MRU;2020-06-16;2,086069167
SBD;2020-06-16;5,516182721
THB;2020-03-31;4,763966322
GEL;2020-10-16;3,667060375
SOS;2020-03-24;2,502433419
CAD;2020-06-23;6,246467292
CVE;2020-01-31;3,196616113
SAR;2020-09-01;4,23818785
EUR;2020-08-27;7,341909587
IRR;2020-03-13;7,824079335
TTD;2020-07-22;2,032205284
PGK;2020-04-20;1,784111738
FJD;2020-05-28;4,555461466
CUP;2020-02-10;4,709107757
DZD;2020-10-19;3,042807937
IRR;2020-08-06;4,641579926
VES;2020-05-15;5,996106088
TTD;2020-10-06;7,042228997
CRC;2020-07-03;2,861611784
MUR;2020-09-30;7,130946398
SSP;2020-02-21;6,365124881
ILS;2020-01-09;2,570923805
DZD;2020-01-07;5,724640012
ZWL;2020-03-19;6,761227906
JPY;2020-09-08;5,552643418
NIO;2020-07-23;2,893038988
CDF;2020-04-03;2,261850893
SZL;2020-02-04;5,754736245
COP;2020-06-17;7,466466427
LBP;2020-07-01;1,584328294
CAD;2020-04-01;1,108013153
COP;2020-07-08;4,841273248
TTD;2020-09-14;1,32820636
CZK;2020-08-12;7,544206858
VES;2020-01-28;5,300837338
HTG;2020-08-06;7,183157623
EGP;2020-07-14;5,460352421
XPF;2020-10-13;5,621454656
LSL;2020-06-05;6,517653406
CRC;2020-01-09;4,2026847
PGK;2020-07-20;5,29518801
FJD;2020-05-14;1,184245288
MZN;2020-08-25;5,011817455
ZWL;2020-10-29;2,479274094
SBD;2020-04-30;2,159175396
SGD;2020-06-12;5,81651628
SOS;2020-01-03;7,974161208
MGA;2020-05-29;6,213603556
AFN;2020-04-01;3,002871692
CLP;2020-07-21;5,598926604
ZAR;2020-05-14;3,933180451
XOF;2020-05-12;1,643785596
DJF;2020-01-17;2,539015949
BYN;2020-04-29;6,629472554
SBD;2020-02-17;2,121055782
ISK;2020-08-20;7,649911046
ILS;2020-08-13;3,27260083
MGA;2020-07-31;5,610500216
USD;2020-05-26;7,21214819
IRR;2020-03-03;5,231800377
ZAR;2020-01-14;1,370259225
PGK;2020-08-07;7,855158985
ALL;2020-07-27;5,672972023
MMK;2020-10-02;1,993807375
CDF;2020-05-07;4,467345297
MGB;2020-08-18;3,41253978
DZD;2020-03-11;3,912004232
EGP;2020-08-20;2,282861888
XPF;2020-07-27;2,621883333
KMF;2020-01-17;6,542656481
XPF;2020-07-24;6,111224294
ISK;2020-06-11;7,900780439
CVE;2020-09-11;3,13531965
PHP;2020-09-16;2,471322894
UGX;2020-04-23;5,001606107
MGB;2020-03-31;7,504347384
FJD;2020-05-04;1,873403251
XPF;2020-03-04;6,03755188
UYU;2020-01-02;7,737829447
EGP;2020-04-20;3,449887931
PEN;2020-06-08;1,700708628
XDR;2020-07-15;5,57225877
UYU;2020-03-18;5,2580055
CUP;2020-04-09;2,704230845
USD;2020-07-09;6,890552044
CUP;2020-07-17;2,482004881
AWG;2020-06-24;6,768141448
UYU;2020-10-27;3,18577224
OMR;2020-01-28;3,830607593
EUR;2020-10-02;4,958955348
NIO;2020-10-27;1,985650063
SOS;2020-05-25;6,457962871
ILS;2020-02-14;3,774269938
XOF;2020-08-06;2,330599546
THB;2020-10-13;5,419927597
MMK;2020-08-20;2,491271615
ISK;2020-05-07;1,271854103
AWG;2020-09-02;2,048388064
CLP;2020-02-18;1,704953134
MGA;2020-10-30;5,208753288
KES;2020-09-01;5,856534719
SAR;2020-02-12;3,093188345
ILS;2020-08-21;6,906631768
SSP;2020-06-05;1,832451463
DZD;2020-05-11;6,231942594
MUR;2020-05-05;7,977006316
EUR;2020-02-12;5,976988912
UYU;2020-08-13;3,731502771
EGP;2020-10-19;6,80690819
TRY;2020-07-23;3,104815781
DJF;2020-07-31;5,575585783
COP;2020-03-18;5,475833833
KES;2020-04-10;4,989833474
BYN;2020-07-30;1,780183494
EGP;2020-10-05;1,464431942
MXN;2020-09-24;1,085204303
ARS;2020-04-08;5,54440099
AFN;2020-10-01;7,373496175
ALL;2020-08-19;4,0467695
MZN;2020-07-02;1,358603835
MXN;2020-03-12;1,532425821
WST;2020-05-19;1,210746229
MGB;2020-07-13;1,015611589
MRO;2020-02-07;4,376141191
CRC;2020-06-15;7,060340226
CLP;2020-03-04;2,664134383
UGX;2020-09-30;3,599368572
ZWL;2020-02-13;2,990449429
DJF;2020-06-05;6,052282274
MXN;2020-03-11;7,164806485
NIO;2020-08-24;2,405717254
CUP;2020-02-18;3,6784091
MXN;2020-07-17;1,994966865
GBP;2020-08-31;2,829613388
CAD;2020-02-06;7,153383076
USD;2020-09-22;5,423258364
SLL;2020-07-17;3,902689099
COP;2020-01-14;7,819686711
CAD;2020-08-20;6,452791274
CZK;2020-07-28;6,107481301
ISK;2020-07-13;3,60901916
SLL;2020-04-02;1,559225917
ZWL;2020-04-09;5,131903648
MMK;2020-04-16;7,993512869
CRC;2020-09-08;2,968906045
XAF;2020-02-10;4,727437198
RON;2020-05-11;1,130628407
PGK;2020-07-08;2,699971735
SBD;2020-10-26;5,967794359
XDR;2020-10-21;4,122815549
MMK;2020-05-05;7,908523858
KMF;2020-05-22;1,761496484
CLP;2020-07-03;3,322521031
TRY;2020-07-29;7,019212782
JPY;2020-07-28;7,231564522
RON;2020-08-07;3,067041218
ILS;2020-10-01;3,44208777
AWG;2020-09-25;1,17163527
MRU;2020-10-14;4,886970222
GEL;2020-04-30;2,532164991
GBP;2020-01-07;6,164067626
CDF;2020-10-08;4,925358951
BYN;2020-08-17;3,64182657
WST;2020-07-27;4,199565887
SAR;2020-02-14;2,513703287
SLL;2020-10-02;5,738559306
VES;2020-03-20;6,57523483
PHP;2020-05-28;4,299393356
ISK;2020-07-17;6,753485322
CVE;2020-02-07;1,402998209
MGA;2020-01-31;4,323664188
CAD;2020-08-19;6,092921972
VES;2020-04-22;6,583665013
LBP;2020-03-05;5,833001971
TRY;2020-02-07;3,248770595
EUR;2020-03-06;3,107027948
BOB;2020-05-08;1,840910017
XOF;2020-08-14;6,667066455
ZAR;2020-10-20;6,35634464
KES;2020-06-09;3,745486736
CZK;2020-03-12;4,13329643
XDR;2020-03-26;3,847709537
XDR;2020-07-10;2,11278832
RON;2020-05-26;4,063262701
UGX;2020-06-05;4,229355872
GIP;2020-03-13;4,855405331
XPF;2020-03-19;1,540384948
MXN;2020-03-17;2,843547702
XPF;2020-02-06;2,923568308
AFN;2020-04-13;5,654030502
AFN;2020-01-09;1,291612148
AWG;2020-07-13;4,771204472
RON;2020-08-03;7,805312216
CAD;2020-05-18;7,496878922
SOS;2020-07-28;6,499081135
PEN;2020-04-14;2,193007529
MZN;2020-02-28;1,610632718
UYU;2020-04-21;3,212361217
SOS;2020-10-20;2,632635832
THB;2020-05-19;6,736323297
EUR;2020-05-26;4,861924171
SLL;2020-10-14;6,015111029
ALL;2020-05-11;4,347947955
RON;2020-09-15;4,191202879
FJD;2020-06-02;7,929471016
SLL;2020-10-27;4,654405236
FJD;2020-03-02;5,992453218
THB;2020-06-08;4,240737975
IRR;2020-02-24;7,412375152
BOB;2020-08-28;3,073788702
SZL;2020-06-11;4,960424006
USD;2020-09-23;4,180348992
VES;2020-08-21;3,264156878
WST;2020-09-07;5,753989816
KES;2020-04-21;7,781900465
ISK;2020-09-17;3,310714602
THB;2020-05-15;6,117489874
CZK;2020-02-06;7,217611432
PHP;2020-09-17;2,872398078
ARS;2020-06-26;4,992405295
KES;2020-10-26;5,615471542
ARS;2020-02-17;5,867129087
ZAR;2020-01-06;1,182762444
PEN;2020-05-13;2,54910171
GEL;2020-08-28;6,08987242
CUP;2020-02-13;7,257522643
SOS;2020-05-21;4,690795422
SZL;2020-09-03;4,729609311
MZN;2020-01-03;1,573859513
GEL;2020-09-15;1,954622567
CVE;2020-07-28;6,134462476
CDF;2020-10-28;1,962379754
PEN;2020-08-12;3,183720291
SSP;2020-04-28;2,794023871
SGD;2020-08-10;3,820730865
FJD;2020-03-26;7,997436523
UYU;2020-06-22;3,981195569
SAR;2020-01-20;2,456163168
SOS;2020-09-14;7,524082065
GEL;2020-04-17;6,180771947
VES;2020-02-28;6,844018936
XAU;2020-01-20;4,854474485
NOK;2020-04-20;6,016291797
VES;2020-01-31;4,936890841
BOB;2020-10-28;3,562021255
DZD;2020-04-22;4,62441957
THB;2020-09-10;5,896231472
EGP;2020-05-12;2,5219962
XDR;2020-09-15;4,921561301
SSP;2020-01-17;1,303545833
NIO;2020-10-09;5,029800177
EGP;2020-05-08;4,559658825
TRY;2020-06-25;3,524503291
LSL;2020-08-10;3,331705153
AFN;2020-03-05;4,851523399
ZWL;2020-10-12;3,606022596
USD;2020-07-14;3,193854034
SBD;2020-10-01;2,008894086
NOK;2020-06-17;2,55355984
MZN;2020-09-11;7,702933371
SZL;2020-07-03;2,040123522
MUR;2020-10-29;6,681573212
GBP;2020-09-21;5,110982776
TRY;2020-07-03;7,516426265
XOF;2020-08-20;3,576409936
TTD;2020-01-29;2,240317941
XAU;2020-03-09;5,904442191
CAD;2020-05-28;7,621598065
DJF;2020-09-15;2,566024244
SZL;2020-10-19;4,014466107
BOB;2020-05-14;1,555931866
MUR;2020-02-14;4,971724331
BOB;2020-04-13;5,120392203
TTD;2020-09-07;5,918722391
EGP;2020-05-22;1,96977061
AFN;2020-05-20;2,186261296
PGK;2020-01-15;6,20055294
GIP;2020-01-03;1,771265149
VUV;2020-01-09;4,295386255
PGK;2020-05-14;1,771205068
TTD;2020-07-20;7,174291432
GEL;2020-05-06;5,051002681
GIP;2020-05-21;6,857061207
JPY;2020-09-21;4,098786294
WST;2020-08-19;4,756061852
CUP;2020-03-12;7,922773182
BOB;2020-08-21;1,430096626
CDF;2020-06-26;4,666396916
USD;2020-10-05;6,927811742
XPF;2020-03-30;3,111507773
EGP;2020-02-21;7,029394507
PGK;2020-10-22;5,168744862
SLL;2020-03-06;1,212391794
XDR;2020-03-19;5,137480795
COP;2020-02-26;5,758036137
XAU;2020-04-03;2,741384566
SBD;2020-05-07;3,119073451
SGD;2020-09-25;4,932105601
PHP;2020-10-30;5,456718326
TRY;2020-08-07;2,278926134
SOS;2020-06-16;1,021797061
KMF;2020-10-28;6,869363308
